SDS 2.4	AQ Results	1.0
Filename	20 07 2020 WT keio 4 identical RNA purification
PlateID	
Assay Type	Absolute Quantification
Run DateTime	20.07.20 14:58:19
Operator	
ThermalCycleParams	

Sample Information

Well	Sample Name	Detector Name	Reporter	Task	Ct	Tm Value	Tm Type	Quantity	Qty Mean	Qty StdDev	Ct Median	Ct Mean	Ct StdDev	Ct Type	Template Name	Baseline Type	Baseline Start	Baseline Stop	Threshold Type	Threshold	FOS	HMD	LME	EW	BPR	NAW	HNS	HRN	EAF	BAF	TAF	CAF	
228	J12	SYBR	SYBR	Unknown	20.363586	85.7	Auto Tm							Automatic Ct		Automatic			Automatic	0.11867291													
229	J13	SYBR	SYBR	Unknown	19.558302	85.1	Auto Tm							Automatic Ct		Automatic			Automatic	0.11867291													
230	J14	SYBR	SYBR	Unknown	25.177475	86.2	Auto Tm							Automatic Ct		Automatic			Automatic	0.11867291													
231	J15	SYBR	SYBR	Unknown	23.087336	87.5	Auto Tm							Automatic Ct		Automatic			Automatic	0.11867291													
232	J16	SYBR	SYBR	Unknown	21.454163	82.1	Auto Tm							Automatic Ct		Automatic			Automatic	0.11867291													
244	K4	SYBR	SYBR	Unknown	22.16407	87.1	Auto Tm							Automatic Ct		Automatic			Automatic	0.11867291													
245	K5	SYBR	SYBR	Unknown	21.496767	87.9	Auto Tm							Automatic Ct		Automatic			Automatic	0.11867291													
246	K6	SYBR	SYBR	Unknown	17.377668	86.5	Auto Tm							Automatic Ct		Automatic			Automatic	0.11867291													
247	K7	SYBR	SYBR	Unknown	20.559948	84.4	Auto Tm							Automatic Ct		Automatic			Automatic	0.11867291													
248	K8	SYBR	SYBR	Unknown	25.05633	89.3	Auto Tm							Automatic Ct		Automatic			Automatic	0.11867291													
249	K9	SYBR	SYBR	Unknown	26.439669	87.6	Auto Tm							Automatic Ct		Automatic			Automatic	0.11867291													
250	K10	SYBR	SYBR	Unknown	23.3462	86.8	Auto Tm							Automatic Ct		Automatic			Automatic	0.11867291													
251	K11	SYBR	SYBR	Unknown	24.874123	90.6	Auto Tm							Automatic Ct		Automatic			Automatic	0.11867291													
252	K12	SYBR	SYBR	Unknown	20.33788	85.7	Auto Tm							Automatic Ct		Automatic			Automatic	0.11867291													
253	K13	SYBR	SYBR	Unknown	19.646105	84.9	Auto Tm							Automatic Ct		Automatic			Automatic	0.11867291													
254	K14	SYBR	SYBR	Unknown	25.097795	86.2	Auto Tm							Automatic Ct		Automatic			Automatic	0.11867291													
255	K15	SYBR	SYBR	Unknown	23.161638	87.5	Auto Tm							Automatic Ct		Automatic			Automatic	0.11867291													
256	K16	SYBR	SYBR	Unknown	21.474833	82.1	Auto Tm							Automatic Ct		Automatic			Automatic	0.11867291													
268	L4	SYBR	SYBR	Unknown	22.055334	87.1	Auto Tm							Automatic Ct		Automatic			Automatic	0.11867291													
269	L5	SYBR	SYBR	Unknown	21.42717	87.9	Auto Tm							Automatic Ct		Automatic			Automatic	0.11867291													
270	L6	SYBR	SYBR	Unknown	17.702103	86.3	Auto Tm							Automatic Ct		Automatic			Automatic	0.11867291													
271	L7	SYBR	SYBR	Unknown	20.719215	84.4	Auto Tm							Automatic Ct		Automatic			Automatic	0.11867291													
272	L8	SYBR	SYBR	Unknown	25.043415	89.3	Auto Tm							Automatic Ct		Automatic			Automatic	0.11867291													
273	L9	SYBR	SYBR	Unknown	26.469013	87.6	Auto Tm							Automatic Ct		Automatic			Automatic	0.11867291													
274	L10	SYBR	SYBR	Unknown	23.318537	86.8	Auto Tm							Automatic Ct		Automatic			Automatic	0.11867291													
275	L11	SYBR	SYBR	Unknown	24.562279	90.6	Auto Tm							Automatic Ct		Automatic			Automatic	0.11867291													
276	L12	SYBR	SYBR	Unknown	20.460018	85.7	Auto Tm							Automatic Ct		Automatic			Automatic	0.11867291													
277	L13	SYBR	SYBR	Unknown	19.658337	84.9	Auto Tm							Automatic Ct		Automatic			Automatic	0.11867291													
278	L14	SYBR	SYBR	Unknown	25.271	86.2	Auto Tm							Automatic Ct		Automatic			Automatic	0.11867291													
279	L15	SYBR	SYBR	Unknown	22.456755	87.5	Auto Tm							Automatic Ct		Automatic			Automatic	0.11867291													
280	L16	SYBR	SYBR	Unknown	21.416134	82.1	Auto Tm							Automatic Ct		Automatic			Automatic	0.11867291													
316	N4	SYBR	SYBR	Unknown	21.977812	87.1	Auto Tm							Automatic Ct		Automatic			Automatic	0.11867291													
317	N5	SYBR	SYBR	Unknown	21.442165	87.6	Auto Tm							Automatic Ct		Automatic			Automatic	0.11867291													
