SDS 2.4	AQ Results	1.0
Filename	2021 10 24 ybeX 4pure 3rep
PlateID	
Assay Type	Absolute Quantification
Run DateTime	24.10.21 14:52:10
Operator	
ThermalCycleParams	

Sample Information

Well	Sample Name	Detector Name	Reporter	Task	Ct	Tm Value	Tm Type	Quantity	Qty Mean	Qty StdDev	Ct Median	Ct Mean	Ct StdDev	Ct Type	Template Name	Baseline Type	Baseline Start	Baseline Stop	Threshold Type	Threshold	FOS	HMD	LME	EW	BPR	NAW	HNS	HRN	EAF	BAF	TAF	CAF	
372	P12	SYBR	SYBR	Unknown	19.766865	85.1	Auto Tm							Automatic Ct		Automatic			Automatic	0.04372608													
373	P13	SYBR	SYBR	Unknown	33.181812	84.6	Auto Tm							Automatic Ct		Automatic			Automatic	0.04372608													
374	P14	SYBR	SYBR	Unknown	20.871037	85.9	Auto Tm							Automatic Ct		Automatic			Automatic	0.04372608													
375	P15	SYBR	SYBR	Unknown	20.805399	87.3	Auto Tm							Automatic Ct		Automatic			Automatic	0.04372608													
376	P16	SYBR	SYBR	Unknown	23.465008	81.6	Auto Tm							Automatic Ct		Automatic			Automatic	0.04372608													
Slope		cycles/log decade
Y-Intercept		
R^2		



NAP	LPL
	
