SDS 2.4	AQ Results	1.0
Filename	24 08 2020 ybeX minus
PlateID	
Assay Type	Absolute Quantification
Run DateTime	24.08.20 15:27:02
Operator	
ThermalCycleParams	

Sample Information

Well	Sample Name	Detector Name	Reporter	Task	Ct	Tm Value	Tm Type	Quantity	Qty Mean	Qty StdDev	Ct Median	Ct Mean	Ct StdDev	Ct Type	Template Name	Baseline Type	Baseline Start	Baseline Stop	Threshold Type	Threshold	FOS	HMD	LME	EW	BPR	NAW	HNS	HRN	EAF	BAF	TAF	CAF	
231	J15	SYBR	SYBR	Unknown	22.86023	87.8	Auto Tm							Automatic Ct		Automatic			Automatic	0.120600335													
232	J16	SYBR	SYBR	Unknown	21.784977	82.3	Auto Tm							Automatic Ct		Automatic			Automatic	0.120600335													
244	K4	SYBR	SYBR	Unknown	21.222267	87.3	Auto Tm							Automatic Ct		Automatic			Automatic	0.120600335													
245	K5	SYBR	SYBR	Unknown	21.227669	88.1	Auto Tm							Automatic Ct		Automatic			Automatic	0.120600335													
246	K6	SYBR	SYBR	Unknown	17.21708	86.8	Auto Tm							Automatic Ct		Automatic			Automatic	0.120600335													
247	K7	SYBR	SYBR	Unknown	22.238441	84.6	Auto Tm							Automatic Ct		Automatic			Automatic	0.120600335													
248	K8	SYBR	SYBR	Unknown	25.462172	89.5	Auto Tm							Automatic Ct		Automatic			Automatic	0.120600335													
249	K9	SYBR	SYBR	Unknown	25.875763	87.8	Auto Tm							Automatic Ct		Automatic			Automatic	0.120600335													
250	K10	SYBR	SYBR	Unknown	23.053654	86.7	Auto Tm							Automatic Ct		Automatic			Automatic	0.120600335													
251	K11	SYBR	SYBR	Unknown	23.154512	90.6	Auto Tm							Automatic Ct		Automatic			Automatic	0.120600335													
252	K12	SYBR	SYBR	Unknown	19.775509	85.6	Auto Tm							Automatic Ct		Automatic			Automatic	0.120600335													
253	K13	SYBR	SYBR	Unknown	32.596268	85.1	Auto Tm							Automatic Ct		Automatic			Automatic	0.120600335													
254	K14	SYBR	SYBR	Unknown	23.880495	86.4	Auto Tm							Automatic Ct		Automatic			Automatic	0.120600335													
255	K15	SYBR	SYBR	Unknown	22.758554	87.8	Auto Tm							Automatic Ct		Automatic			Automatic	0.120600335													
256	K16	SYBR	SYBR	Unknown	21.774925	82.3	Auto Tm							Automatic Ct		Automatic			Automatic	0.120600335													
268	L4	SYBR	SYBR	Unknown	21.35087	87.3	Auto Tm							Automatic Ct		Automatic			Automatic	0.120600335													
269	L5	SYBR	SYBR	Unknown	21.338186	88.1	Auto Tm							Automatic Ct		Automatic			Automatic	0.120600335													
270	L6	SYBR	SYBR	Unknown	16.934828	86.5	Auto Tm							Automatic Ct		Automatic			Automatic	0.120600335													
271	L7	SYBR	SYBR	Unknown	22.286211	84.6	Auto Tm							Automatic Ct		Automatic			Automatic	0.120600335													
272	L8	SYBR	SYBR	Unknown	25.600092	89.5	Auto Tm							Automatic Ct		Automatic			Automatic	0.120600335													
273	L9	SYBR	SYBR	Unknown	25.781654	87.8	Auto Tm							Automatic Ct		Automatic			Automatic	0.120600335													
274	L10	SYBR	SYBR	Unknown	23.169443	86.7	Auto Tm							Automatic Ct		Automatic			Automatic	0.120600335													
275	L11	SYBR	SYBR	Unknown	23.013744	90.9	Auto Tm							Automatic Ct		Automatic			Automatic	0.120600335													
276	L12	SYBR	SYBR	Unknown	19.731958	85.6	Auto Tm							Automatic Ct		Automatic			Automatic	0.120600335													
277	L13	SYBR	SYBR	Unknown	35.32196	85.1	Auto Tm							Automatic Ct		Automatic			Automatic	0.120600335													
278	L14	SYBR	SYBR	Unknown	24.017717	86.4	Auto Tm							Automatic Ct		Automatic			Automatic	0.120600335													
279	L15	SYBR	SYBR	Unknown	22.614101	87.8	Auto Tm							Automatic Ct		Automatic			Automatic	0.120600335													
280	L16	SYBR	SYBR	Unknown	21.769146	82.3	Auto Tm							Automatic Ct		Automatic			Automatic	0.120600335													
316	N4	SYBR	SYBR	Unknown	21.498793	87.3	Auto Tm							Automatic Ct		Automatic			Automatic	0.120600335													
317	N5	SYBR	SYBR	Unknown	Undetermined	62.0	Auto Tm							Automatic Ct		Automatic			Automatic	0.120600335						true			true				
318	N6	SYBR	SYBR	Unknown	17.270515	86.5	Auto Tm							Automatic Ct		Automatic			Automatic	0.120600335													
319	N7	SYBR	SYBR	Unknown	22.679976	84.3	Auto Tm							Automatic Ct		Automatic			Automatic	0.120600335													
320	N8	SYBR	SYBR	Unknown	26.423586	89.5	Auto Tm							Automatic Ct		Automatic			Automatic	0.120600335													
321	N9	SYBR	SYBR	Unknown	26.225302	87.8	Auto Tm							Automatic Ct		Automatic			Automatic	0.120600335													
322	N10	SYBR	SYBR	Unknown	23.304897	86.7	Auto Tm							Automatic Ct		Automatic			Automatic	0.120600335													
323	N11	SYBR	SYBR	Unknown	24.065584	90.6	Auto Tm							Automatic Ct		Automatic			Automatic	0.120600335													
324	N12	SYBR	SYBR	Unknown	20.168274	85.6	Auto Tm							Automatic Ct		Automatic			Automatic	0.120600335													
325	N13	SYBR	SYBR	Unknown	32.495636	85.1	Auto Tm							Automatic Ct		Automatic			Automatic	0.120600335													
326	N14	SYBR	SYBR	Unknown	24.681602	86.4	Auto Tm							Automatic Ct		Automatic			Automatic	0.120600335													
327	N15	SYBR	SYBR	Unknown	23.450422	87.8	Auto Tm							Automatic Ct		Automatic			Automatic	0.120600335													
328	N16	SYBR	SYBR	Unknown	22.30682	82.1	Auto Tm							Automatic Ct		Automatic			Automatic	0.120600335													
340	O4	SYBR	SYBR	Unknown	21.565628	87.1	Auto Tm							Automatic Ct		Automatic			Automatic	0.120600335													
341	O5	SYBR	SYBR	Unknown	21.691242	87.9	Auto Tm							Automatic Ct		Automatic			Automatic	0.120600335													
342	O6	SYBR	SYBR	Unknown	17.183126	86.5	Auto Tm							Automatic Ct		Automatic			Automatic	0.120600335													
343	O7	SYBR	SYBR	Unknown	22.561518	84.3	Auto Tm							Automatic Ct		Automatic			Automatic	0.120600335													
344	O8	SYBR	SYBR	Unknown	25.829458	89.5	Auto Tm							Automatic Ct		Automatic			Automatic	0.120600335													
345	O9	SYBR	SYBR	Unknown	26.23544	87.8	Auto Tm							Automatic Ct		Automatic			Automatic	0.120600335													
346	O10	SYBR	SYBR	Unknown	23.259277	86.7	Auto Tm							Automatic Ct		Automatic			Automatic	0.120600335													
347	O11	SYBR	SYBR	Unknown	23.468279	90.9	Auto Tm							Automatic Ct		Automatic			Automatic	0.120600335													
348	O12	SYBR	SYBR	Unknown	19.791182	85.6	Auto Tm							Automatic Ct		Automatic			Automatic	0.120600335													
349	O13	SYBR	SYBR	Unknown	32.051956	85.1	Auto Tm							Automatic Ct		Automatic			Automatic	0.120600335													
350	O14	SYBR	SYBR	Unknown	24.572086	86.4	Auto Tm							Automatic Ct		Automatic			Automatic	0.120600335													
351	O15	SYBR	SYBR	Unknown	23.42617	87.8	Auto Tm							Automatic Ct		Automatic			Automatic	0.120600335													
