"Well","Gene","Ct","TmValue","Bacteria","TDate","SamP","BioRep","PurifRep"
250,"Lnt2",22.358206,86.2,"ybeX","2021-10-24","K10","df2","rep1"
251,"Lnt",24.844482,90.3,"ybeX","2021-10-24","K11","df2","rep1"
252,"miaB",19.679865,85.1,"ybeX","2021-10-24","K12","df2","rep1"
253,"ybeX",32.565674,84.6,"ybeX","2021-10-24","K13","df2","rep1"
254,"ybeY",20.740047,85.9,"ybeX","2021-10-24","K14","df2","rep1"
255,"ybeZ",20.884422,87.3,"ybeX","2021-10-24","K15","df2","rep1"
256,"ybeZY",23.406347,81.6,"ybeX","2021-10-24","K16","df2","rep1"
268,"CorA",21.529394,86.8,"ybeX","2021-10-24","L4","df2","rep1"
269,"cysG",21.732271,87.4,"ybeX","2021-10-24","L5","df2","rep1"
270,"frr",18.695053,86,"ybeX","2021-10-24","L6","df2","rep1"
271,"gyrA",21.144064,83.8,"ybeX","2021-10-24","L7","df2","rep1"
272,"hcaT",23.556734,89,"ybeX","2021-10-24","L8","df2","rep1"
273,"idnT",23.656563,87.3,"ybeX","2021-10-24","L9","df2","rep1"
274,"Lnt2",22.237642,86.2,"ybeX","2021-10-24","L10","df2","rep1"
275,"Lnt",24.75915,90.3,"ybeX","2021-10-24","L11","df2","rep1"
276,"miaB",19.708498,85.1,"ybeX","2021-10-24","L12","df2","rep1"
277,"ybeX",34.546665,84.8,"ybeX","2021-10-24","L13","df2","rep1"
278,"ybeY",20.854393,85.9,"ybeX","2021-10-24","L14","df2","rep1"
279,"ybeZ",20.939943,87.3,"ybeX","2021-10-24","L15","df2","rep1"
280,"ybeZY",23.485117,81.6,"ybeX","2021-10-24","L16","df2","rep1"
316,"CorA",21.488642,86.6,"ybeX","2021-10-24","N4","df2","rep2"
317,"cysG",21.967852,87.4,"ybeX","2021-10-24","N5","df2","rep2"
318,"frr",18.586596,86,"ybeX","2021-10-24","N6","df2","rep2"
319,"gyrA",21.076826,83.8,"ybeX","2021-10-24","N7","df2","rep2"
320,"hcaT",23.748398,89,"ybeX","2021-10-24","N8","df2","rep2"
321,"idnT",23.560066,87.3,"ybeX","2021-10-24","N9","df2","rep2"
322,"Lnt2",22.381588,86.2,"ybeX","2021-10-24","N10","df2","rep2"
323,"Lnt",24.859795,90.3,"ybeX","2021-10-24","N11","df2","rep2"
324,"miaB",19.705652,85.1,"ybeX","2021-10-24","N12","df2","rep2"
325,"ybeX",30.927498,84.6,"ybeX","2021-10-24","N13","df2","rep2"
326,"ybeY",20.801876,85.9,"ybeX","2021-10-24","N14","df2","rep2"
327,"ybeZ",21.140926,87.3,"ybeX","2021-10-24","N15","df2","rep2"
328,"ybeZY",23.709269,81.6,"ybeX","2021-10-24","N16","df2","rep2"
340,"CorA",21.66284,86.6,"ybeX","2021-10-24","O4","df2","rep2"
341,"cysG",21.85441,87.4,"ybeX","2021-10-24","O5","df2","rep2"
342,"frr",18.782148,86,"ybeX","2021-10-24","O6","df2","rep2"
343,"gyrA",20.81801,83.8,"ybeX","2021-10-24","O7","df2","rep2"
344,"hcaT",23.633102,89,"ybeX","2021-10-24","O8","df2","rep2"
345,"idnT",23.65058,87.3,"ybeX","2021-10-24","O9","df2","rep2"
346,"Lnt2",22.04816,86.2,"ybeX","2021-10-24","O10","df2","rep2"
347,"Lnt",25.243824,90.3,"ybeX","2021-10-24","O11","df2","rep2"
348,"miaB",19.606798,85.1,"ybeX","2021-10-24","O12","df2","rep2"
349,"ybeX",32.369675,84.6,"ybeX","2021-10-24","O13","df2","rep2"
350,"ybeY",20.933525,85.9,"ybeX","2021-10-24","O14","df2","rep2"
351,"ybeZ",20.982414,87.3,"ybeX","2021-10-24","O15","df2","rep2"
352,"ybeZY",23.629213,81.6,"ybeX","2021-10-24","O16","df2","rep2"
364,"CorA",21.810144,86.6,"ybeX","2021-10-24","P4","df2","rep2"
365,"cysG",21.872707,87.4,"ybeX","2021-10-24","P5","df2","rep2"
366,"frr",18.686708,86,"ybeX","2021-10-24","P6","df2","rep2"
367,"gyrA",20.867489,83.8,"ybeX","2021-10-24","P7","df2","rep2"
368,"hcaT",23.537779,89,"ybeX","2021-10-24","P8","df2","rep2"
369,"idnT",23.672869,87.3,"ybeX","2021-10-24","P9","df2","rep2"
370,"Lnt2",21.94732,86.2,"ybeX","2021-10-24","P10","df2","rep2"
371,"Lnt",25.17408,90.3,"ybeX","2021-10-24","P11","df2","rep2"
372,"miaB",19.766865,85.1,"ybeX","2021-10-24","P12","df2","rep2"
373,"ybeX",33.181812,84.6,"ybeX","2021-10-24","P13","df2","rep2"
374,"ybeY",20.871037,85.9,"ybeX","2021-10-24","P14","df2","rep2"
375,"ybeZ",20.805399,87.3,"ybeX","2021-10-24","P15","df2","rep2"
376,"ybeZY",23.465008,81.6,"ybeX","2021-10-24","P16","df2","rep2"
